         565223 function calls (542918 primitive calls) in 20.704 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       75    0.001    0.000    0.033    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\logging\__init__.py:1565(_log)
       50    0.001    0.000    0.033    0.001 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\models.py:352(prepare)
        1    0.000    0.000    0.032    0.032 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\api\__init__.py:1(<module>)
       50    0.000    0.000    0.032    0.001 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\upsampling.py:155(forward)
       50    0.001    0.000    0.031    0.001 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\functional.py:3813(interpolate)
      451    0.001    0.000    0.031    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
       50    0.030    0.001    0.030    0.001 {built-in method torch._C._nn.upsample_nearest2d}
       50    0.000    0.000    0.030    0.001 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\poolmanager.py:357(connection_from_url)
        1    0.000    0.000    0.030    0.030 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexes\api.py:1(<module>)
       42    0.000    0.000    0.030    0.001 <frozen importlib._bootstrap_external>:1171(create_module)
       42    0.029    0.001    0.029    0.001 {built-in method _imp.create_dynamic}
      410    0.000    0.000    0.028    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
        1    0.000    0.000    0.028    0.028 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\api.py:1(<module>)
       57    0.001    0.000    0.028    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\conv.py:143(reset_parameters)
    13560    0.014    0.000    0.028    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\os.py:746(encodekey)
       50    0.001    0.000    0.026    0.001 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\http\client.py:226(parse_headers)
       25    0.001    0.000    0.026    0.001 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\models\yolo\detect\predict.py:23(postprocess)
       57    0.001    0.000    0.025    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\init.py:373(kaiming_uniform_)
       50    0.000    0.000    0.023    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\Image.py:300(preinit)
       50    0.001    0.000    0.023    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\email\parser.py:59(parsestr)
      150    0.003    0.000    0.023    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\util\url.py:369(parse_url)
      114    0.023    0.000    0.023    0.000 {method 'uniform_' of 'torch._C._TensorBase' objects}
       75    0.000    0.000    0.023    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\logging\__init__.py:1591(handle)
       75    0.000    0.000    0.023    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\logging\__init__.py:1645(callHandlers)
  1124/61    0.006    0.000    0.022    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\module.py:807(_apply)
       75    0.000    0.000    0.022    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\logging\__init__.py:939(handle)
       50    0.001    0.000    0.022    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\email\parser.py:41(parse)
      481    0.022    0.000    0.022    0.000 {method 'float' of 'torch._C._TensorBase' objects}
       75    0.001    0.000    0.021    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\logging\__init__.py:1071(emit)
       25    0.001    0.000    0.021    0.001 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\engine\predictor.py:153(write_results)
      173    0.021    0.000    0.021    0.000 {method 'sendall' of '_socket.socket' objects}
        1    0.000    0.000    0.021    0.021 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\api\typing\__init__.py:1(<module>)
        4    0.000    0.000    0.020    0.005 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\nn\tasks.py:167(_apply)
      361    0.001    0.000    0.020    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\serialization.py:1375(persistent_load)
      266    0.001    0.000    0.020    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\util\_decorators.py:363(decorator)
       25    0.008    0.000    0.020    0.001 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\utils\ops.py:132(non_max_suppression)
       50    0.001    0.000    0.020    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\utils.py:199(get_netrc_auth)
       50    0.000    0.000    0.019    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\poolmanager.py:277(connection_from_host)
47561/46075    0.013    0.000    0.019    0.000 {built-in method builtins.isinstance}
       50    0.000    0.000    0.019    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\poolmanager.py:306(connection_from_context)
      270    0.000    0.000    0.019    0.000 <frozen importlib._bootstrap_external>:1077(path_stats)
     1892    0.012    0.000    0.019    0.000 <frozen importlib._bootstrap_external>:91(_path_join)
      791    0.018    0.000    0.018    0.000 {method 'sub' of 're.Pattern' objects}
       75    0.018    0.000    0.018    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      361    0.013    0.000    0.018    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\serialization.py:1351(load_tensor)
       50    0.002    0.000    0.017    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\Image.py:3258(_open_core)
       50    0.001    0.000    0.017    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\poolmanager.py:331(connection_from_pool_key)
       50    0.000    0.000    0.016    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:173(feed)
       50    0.001    0.000    0.016    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\adapters.py:294(build_response)
      144    0.000    0.000    0.016    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\util\_decorators.py:484(__call__)
        1    0.000    0.000    0.016    0.016 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\series.py:1(<module>)
       50    0.001    0.000    0.016    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\models.py:410(prepare_url)
        1    0.000    0.000    0.015    0.015 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\json\__init__.py:1(<module>)
        1    0.000    0.000    0.015    0.015 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\subprocess.py:756(__init__)
      100    0.000    0.000    0.015    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:178(_call_parse)
       50    0.001    0.000    0.015    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\poolmanager.py:230(_new_pool)
        1    0.000    0.000    0.015    0.015 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\subprocess.py:1334(_execute_child)
      100    0.002    0.000    0.015    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\email\feedparser.py:218(_parsegen)
       50    0.001    0.000    0.014    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\JpegImagePlugin.py:832(jpeg_factory)
        1    0.014    0.014    0.014    0.014 {built-in method _winapi.CreateProcess}
        1    0.000    0.000    0.014    0.014 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\json\_json.py:1(<module>)
      501    0.004    0.000    0.014    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\urllib\parse.py:372(urlparse)
       50    0.002    0.000    0.014    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\connectionpool.py:178(__init__)
       50    0.001    0.000    0.014    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\ImageFile.py:88(__init__)
       50    0.001    0.000    0.013    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\sessions.py:391(__init__)
     5608    0.013    0.000    0.013    0.000 {built-in method torch._C._get_tracing_state}
       49    0.000    0.000    0.013    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\arrayprint.py:1595(_array_str_implementation)
        2    0.000    0.000    0.013    0.007 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\module.py:983(float)
        1    0.000    0.000    0.013    0.013 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\__init__.py:1(<module>)
        1    0.000    0.000    0.013    0.013 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\algorithms.py:1(<module>)
     8887    0.013    0.000    0.013    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\module.py:1682(__getattr__)
       49    0.001    0.000    0.013    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\arrayprint.py:561(array2string)
      100    0.000    0.000    0.013    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\genericpath.py:16(exists)
      439    0.012    0.000    0.012    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.012    0.012 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\compat\__init__.py:1(<module>)
       50    0.003    0.000    0.012    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\PIL\JpegImagePlugin.py:357(_open)
       25    0.001    0.000    0.012    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\engine\results.py:167(plot)
        1    0.000    0.000    0.012    0.012 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arraylike.py:1(<module>)
        1    0.000    0.000    0.012    0.012 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\indexes\base.py:1(<module>)
      540    0.002    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:361(cache_from_source)
      274    0.011    0.000    0.011    0.000 {method 'read' of '_io.BufferedReader' objects}
      313    0.001    0.000    0.011    0.000 <frozen importlib._bootstrap>:486(_init_module_attrs)
        1    0.000    0.000    0.011    0.011 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\ops\__init__.py:1(<module>)
       49    0.001    0.000    0.011    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\arrayprint.py:506(wrapper)
        1    0.000    0.000    0.010    0.010 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\arrays\string_.py:1(<module>)
       25    0.007    0.000    0.010    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\utils\tal.py:264(dist2bbox)
      300    0.002    0.000    0.010    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\structures.py:40(__init__)
      350    0.002    0.000    0.010    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\sessions.py:61(merge_setting)
       41    0.001    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1565(_fill_cache)
      250    0.007    0.000    0.010    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\urllib3\util\url.py:227(_encode_invalid_chars)
       59    0.000    0.000    0.010    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\module.py:1054(to)
        1    0.000    0.000    0.010    0.010 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\_config\config.py:1(<module>)
       49    0.001    0.000    0.010    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\numpy\core\arrayprint.py:523(_array2string)
    13560    0.007    0.000    0.010    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\os.py:740(check_str)
        1    0.000    0.000    0.010    0.010 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\parsers\__init__.py:1(<module>)
      114    0.009    0.000    0.009    0.000 {built-in method torch.mm}
       25    0.008    0.000    0.009    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\ultralytics\cfg\__init__.py:95(get_cfg)
      350    0.009    0.000    0.009    0.000 {method 'encode' of 'ImagingEncoder' objects}
        1    0.000    0.000    0.009    0.009 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\excel\__init__.py:1(<module>)
      100    0.001    0.000    0.009    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\requests\cookies.py:124(extract_cookies_to_jar)
      400    0.003    0.000    0.009    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\_collections_abc.py:933(update)
      340    0.000    0.000    0.009    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\re.py:203(sub)
        1    0.000    0.000    0.009    0.009 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\dtypes\dtypes.py:1(<module>)
        1    0.000    0.000    0.009    0.009 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\internals\__init__.py:1(<module>)
       41    0.009    0.000    0.009    0.000 {built-in method nt.listdir}
        1    0.000    0.000    0.008    0.008 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\core\computation\api.py:1(<module>)
     1400    0.004    0.000    0.008    0.000 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\torch\nn\modules\module.py:1697(__setattr__)
        1    0.000    0.000    0.008    0.008 C:\Users\aslan\OneDrive\Dokument\Maskinteknik år 5\Omnibot Project\venv_python_3.9.13\lib\site-packages\pandas\io\parsers\readers.py:1(<module>)
    13200    0.008    0.000    0.008    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\os.py:697(__iter__)
       50    0.000    0.000    0.008    0.000 C:\Users\aslan\AppData\Local\Programs\Python\Python39\lib\weakref.py:586(__call__)
